Course,GPA,Year
AE 2020,2.85 ,2012
AE 2020,2.85 ,2013
EAS 2699,4.00 ,2008
EAS 2699,4.00 ,2009
CHBE 4300,2.70 ,2008
CHBE 4300,2.73 ,2009
CHBE 4300,2.40 ,2010
CHBE 4300,2.50 ,2011
CHBE 4300,2.66 ,2012
CHBE 4300,2.71 ,2013
BMED 3600,2.71 ,2008
BMED 3600,2.76 ,2009
BMED 3600,2.92 ,2010
BMED 3600,2.78 ,2011
BMED 3600,2.81 ,2012
BMED 3600,3.14 ,2013
LCC 2112,3.49 ,2008
LCC 2110,3.43 ,2008
BC 4630,3.05 ,2008
BC 4630,2.80 ,2009
BC 4630,3.21 ,2010
BC 4630,3.55 ,2011
BC 4630,3.63 ,2012
BC 4630,3.67 ,2013
ARBC 3813,4.00 ,2008
ARBC 3813,3.62 ,2009
ARBC 3813,3.82 ,2010
ARBC 3813,3.71 ,2011
ARBC 3813,4.00 ,2012
ARBC 3813,3.83 ,2013
LCC 2114,3.28 ,2008
RUSS 3813,3.33 ,2009
RUSS 3813,3.80 ,2010
RUSS 3813,3.75 ,2011
RUSS 3813,3.60 ,2012
RUSS 3813,3.46 ,2013
CHEM 1212,2.96 ,2011
CHEM 1212,2.72 ,2012
CHEM 1212,2.85 ,2013
LCC 4500,3.50 ,2008
LCC 4500,3.42 ,2009
LCC 4500,4.00 ,2010
LCC 4500,3.53 ,2011
LCC 4500,4.00 ,2012
LCC 4500,3.92 ,2013
JAPN 4165,3.40 ,2013
PUBP 2651,4.00 ,2008
PUBP 2651,4.00 ,2009
PUBP 2651,4.00 ,2010
PUBP 2651,4.00 ,2011
JAPN 4163,3.63 ,2009
JAPN 4163,3.57 ,2010
JAPN 4163,3.50 ,2012
HTS 3020,3.48 ,2009
HTS 3020,3.15 ,2010
HTS 3020,3.59 ,2013
HTS 3021,3.56 ,2009
HTS 3021,3.36 ,2011
HTS 3026,1.97 ,2008
HTS 3026,2.60 ,2009
HTS 3026,2.69 ,2010
HTS 3026,2.93 ,2011
HTS 3026,2.84 ,2012
HTS 3026,2.67 ,2013
HTS 3024,2.90 ,2008
HTS 3024,2.98 ,2010
HTS 3024,3.47 ,2011
HTS 3024,2.57 ,2012
HTS 3025,3.35 ,2008
HTS 3025,2.77 ,2009
HTS 3025,2.92 ,2011
HTS 3025,2.92 ,2012
HTS 3025,3.72 ,2013
CHEM 1315,2.75 ,2008
CHEM 1315,2.60 ,2009
CHEM 1315,2.74 ,2010
CHEM 1315,2.88 ,2011
CHEM 1315,2.77 ,2012
CHEM 1315,2.73 ,2013
HTS 3029,3.20 ,2008
HTS 3029,2.92 ,2011
HTS 3029,2.97 ,2013
CHEM 1313,2.89 ,2008
CHEM 1313,3.24 ,2009
CHEM 1312,3.15 ,2008
CHEM 1312,3.24 ,2009
CHEM 1312,3.34 ,2010
CHEM 1312,3.29 ,2011
CHEM 1311,2.34 ,2008
CHEM 1311,2.54 ,2009
CHEM 1311,2.71 ,2010
CHEM 1310,3.03 ,2008
CHEM 1310,2.84 ,2009
CHEM 1310,2.86 ,2010
CHEM 1310,2.85 ,2011
CHEM 1310,2.94 ,2012
CHEM 1310,2.87 ,2013
HTS 2007,3.94 ,2008
HTS 2007,3.12 ,2010
HTS 2007,3.40 ,2011
HTS 2007,3.21 ,2012
HTS 2007,3.63 ,2013
BIOL 4450,3.68 ,2008
BIOL 4450,3.73 ,2009
BIOL 4450,3.87 ,2010
BIOL 4450,3.83 ,2011
BIOL 4450,3.69 ,2012
BIOL 4450,3.91 ,2013
HTS 2001,3.50 ,2008
HS 4001,3.88 ,2008
HS 4001,3.45 ,2009
CHEM 3700,3.33 ,2012
CEE 4395,3.67 ,2011
CEE 4395,3.81 ,2012
COA 1011,3.28 ,2008
COA 1011,3.42 ,2009
COA 1011,3.24 ,2010
COA 1011,3.14 ,2011
COA 1011,3.14 ,2012
COA 1012,3.20 ,2008
COA 1012,3.19 ,2009
COA 1012,3.37 ,2010
COA 1012,3.23 ,2011
COA 1012,3.19 ,2012
COA 1012,3.40 ,2013
PHYS 4900,4.00 ,2008
PHYS 4900,4.00 ,2009
PHYS 4900,4.00 ,2010
PHYS 4900,3.67 ,2011
PHYS 4900,4.00 ,2012
MGT 4045,3.71 ,2008
MGT 4045,3.72 ,2009
MGT 4045,3.93 ,2010
MGT 4045,4.00 ,2011
MGT 4041,2.89 ,2008
MGT 4041,3.12 ,2009
MGT 4041,3.49 ,2010
MGT 4041,3.07 ,2011
MGT 4041,3.34 ,2012
MGT 4041,3.41 ,2013
MGT 4043,3.25 ,2012
MGT 4043,3.58 ,2013
CEE 4130,3.54 ,2013
ME 3180,2.74 ,2008
ME 3180,2.78 ,2009
ME 3180,2.83 ,2010
ME 3180,2.83 ,2011
ME 3180,2.83 ,2012
ME 3180,2.90 ,2013
MUSI 4102,4.00 ,2008
MUSI 4102,4.00 ,2009
MUSI 4102,4.00 ,2010
MUSI 4102,4.00 ,2011
MUSI 4102,4.00 ,2012
MUSI 4103,4.00 ,2008
MUSI 4103,4.00 ,2009
MUSI 4103,4.00 ,2010
MUSI 4103,4.00 ,2011
MUSI 4103,4.00 ,2012
MUSI 4103,4.00 ,2013
JAPN 4780,3.83 ,2011
ECE 2811,3.78 ,2009
ECE 2811,3.72 ,2010
ECE 2811,3.72 ,2011
ECE 2811,3.76 ,2012
ECE 2811,3.62 ,2013
ME 3743,3.60 ,2008
ME 3743,3.75 ,2009
ME 3743,3.92 ,2010
ME 3743,4.00 ,2011
ME 3743,3.92 ,2012
JAPN 4699,3.50 ,2012
PTFE 4110,3.59 ,2008
PTFE 4110,3.38 ,2009
PTFE 4110,3.42 ,2010
PTFE 4110,3.57 ,2011
PTFE 4110,3.74 ,2012
CS 4455,3.68 ,2008
CS 4455,3.40 ,2009
CS 4455,3.70 ,2010
CS 4455,3.75 ,2011
CS 4455,3.67 ,2012
CS 4455,3.92 ,2013
MUSI 1301,4.00 ,2008
MUSI 1301,4.00 ,2009
MUSI 1301,4.00 ,2010
MUSI 1301,4.00 ,2011
MUSI 1301,4.00 ,2012
HTS 2699,4.00 ,2008
HTS 2699,3.00 ,2009
HTS 2699,4.00 ,2010
HTS 2699,4.00 ,2012
ARCH 4420,3.44 ,2008
ARCH 4420,3.61 ,2009
ARCH 4420,3.60 ,2010
ARCH 4420,3.97 ,2011
ARCH 4420,3.67 ,2012
INTA 4400,3.85 ,2008
INTA 4400,3.79 ,2009
INTA 4400,3.70 ,2010
LCC 4720,3.17 ,2008
LCC 4720,3.52 ,2009
LCC 4720,3.70 ,2010
LCC 4720,3.17 ,2011
LCC 4720,3.70 ,2012
LCC 4720,3.50 ,2013
GT 2803,4.00 ,2013
ME 3340,2.48 ,2008
ME 3340,2.57 ,2009
ME 3340,2.57 ,2010
ME 3340,2.57 ,2011
ME 3340,2.73 ,2012
ME 3340,2.75 ,2013
LCC 2699,4.00 ,2008
LCC 2699,3.67 ,2009
LCC 2699,4.00 ,2010
LCC 2699,4.00 ,2011
LCC 2699,4.00 ,2012
PST 4803,3.80 ,2008
PST 4803,3.20 ,2009
PST 4803,3.32 ,2010
PST 4803,3.43 ,2011
CHBE 4699,3.89 ,2008
CHBE 4699,3.94 ,2009
CHBE 4699,3.95 ,2010
CHBE 4699,3.98 ,2011
CHBE 4699,3.96 ,2012
CHBE 4699,3.97 ,2013
BIOL 3340,3.05 ,2008
BIOL 3340,3.20 ,2009
BIOL 3340,2.96 ,2010
BIOL 3340,3.02 ,2011
CHEM 1211 ,2.43 ,2011
CHEM 1211 ,2.95 ,2012
CS 4052,4.00 ,2013
ID 4843,3.67 ,2008
ID 4843,3.77 ,2009
ID 4843,3.57 ,2010
ID 4843,3.78 ,2011
ID 4843,4.00 ,2012
ID 4843,4.00 ,2013
MSE 4021,3.82 ,2008
MSE 4021,3.86 ,2009
MSE 4021,3.88 ,2010
MSE 4020,3.91 ,2008
MSE 4020,3.80 ,2009
MSE 4022,2.87 ,2008
MSE 4022,2.55 ,2009
MSE 4022,3.27 ,2010
MSE 4022,3.62 ,2011
MSE 4022,3.51 ,2012
HTS 4081,4.00 ,2008
HTS 4081,3.70 ,2009
HTS 4081,2.64 ,2011
HTS 4081,3.46 ,2013
HTS 4082,3.33 ,2010
HTS 4085,3.33 ,2008
HTS 4085,3.38 ,2012
PSYC 2270,3.11 ,2008
PSYC 2270,2.77 ,2009
PSYC 2270,3.38 ,2010
PSYC 2270,3.43 ,2011
PSYC 2270,3.67 ,2012
PSYC 2270,3.10 ,2013
CHBE 2120,3.05 ,2008
CHBE 2120,3.06 ,2009
CHBE 2120,2.98 ,2010
CHBE 2120,2.81 ,2011
CHBE 2120,2.94 ,2012
CHBE 2120,2.90 ,2013
PERS 2813,4.00 ,2013
CS 3220,3.15 ,2008
CS 3220,3.13 ,2010
CS 3220,2.93 ,2011
CS 3220,3.70 ,2013
CS 4901,3.61 ,2008
CS 4901,3.72 ,2009
CS 4901,3.31 ,2010
CS 4901,3.47 ,2011
CS 4901,3.65 ,2012
CS 4901,3.15 ,2013
CS 4903,3.95 ,2008
CS 4903,3.80 ,2009
CS 4903,4.00 ,2010
CS 4903,4.00 ,2011
CS 4903,3.83 ,2012
CS 4903,4.00 ,2013
MATH 4317,2.69 ,2008
MATH 4317,2.98 ,2009
MATH 4317,2.95 ,2010
MATH 4317,2.72 ,2011
MATH 4317,3.11 ,2012
MATH 4317,2.84 ,2013
CHEM 3371,3.26 ,2008
CHEM 3371,3.12 ,2009
CHEM 3371,3.08 ,2010
CHEM 3371,3.11 ,2011
CHEM 3371,3.43 ,2012
CHEM 3371,3.43 ,2013
MATH 4318,2.92 ,2008
MATH 4318,2.62 ,2009
MATH 4318,2.67 ,2010
MATH 4318,2.93 ,2011
MATH 4318,3.10 ,2012
MATH 4318,3.28 ,2013
CS 4632,3.78 ,2008
CS 4632,4.00 ,2010
CS 4635,3.43 ,2008
CS 4635,3.22 ,2009
CS 4635,3.54 ,2010
CS 4635,3.00 ,2011
CS 4635,3.32 ,2012
MSL 4804,4.00 ,2010
MSL 4804,4.00 ,2012
ECE 3065,3.20 ,2008
ECE 3065,2.92 ,2009
ECE 3065,3.18 ,2010
ECE 3065,3.32 ,2011
ECE 3065,3.05 ,2012
ECE 3065,3.24 ,2013
LCC 3853,3.12 ,2008
LCC 3853,3.29 ,2009
LCC 3853,3.61 ,2010
LCC 3853,3.70 ,2011
LCC 3853,3.68 ,2012
LCC 3853,3.09 ,2013
ECE 3060,2.97 ,2008
ECE 3060,3.34 ,2009
ECE 3060,3.29 ,2010
ECE 3060,3.29 ,2011
ECE 3060,3.41 ,2012
ECE 3060,3.15 ,2013
MSL 4801,4.00 ,2008
MSL 4803,3.67 ,2008
MSL 4803,4.00 ,2009
ECE 4894,3.89 ,2012
ME 4701,3.48 ,2012
ARCH 4012,3.62 ,2008
ARCH 4012,3.81 ,2009
ARCH 4012,3.63 ,2010
ARCH 4012,3.79 ,2011
ARCH 4012,3.51 ,2012
ARCH 4012,3.53 ,2013
PHYS 2231,3.44 ,2008
PHYS 2231,2.67 ,2009
PHYS 2231,2.94 ,2010
PHYS 2231,3.11 ,2011
PHYS 2231,2.70 ,2012
PHYS 2231,2.24 ,2013
PHYS 2232,3.13 ,2008
PHYS 2232,3.47 ,2009
PHYS 2232,3.27 ,2010
PHYS 2232,3.14 ,2011
PHYS 2232,3.19 ,2012
ECE 4893,3.31 ,2008
ECE 4893,3.44 ,2009
ECE 4893,3.85 ,2010
ECE 4893,3.81 ,2011
ECE 4893,3.38 ,2012
PSYC 2300,3.57 ,2011
PHYS 2211,2.38 ,2008
PHYS 2211,2.33 ,2009
PHYS 2211,2.48 ,2010
PHYS 2211,2.41 ,2011
PHYS 2211,2.54 ,2012
PHYS 2211,2.76 ,2013
ARCH 4952,3.96 ,2008
ARCH 4952,4.00 ,2009
ARCH 4952,4.00 ,2010
CS 2261,2.94 ,2008
CS 2261,3.17 ,2009
CS 2261,3.26 ,2010
CS 2261,2.78 ,2011
CS 2261,2.52 ,2012
CS 2261,2.48 ,2013
KOR 3001,3.86 ,2009
KOR 3001,4.00 ,2010
KOR 3001,3.95 ,2011
KOR 3001,3.76 ,2012
KOR 3002,3.79 ,2010
KOR 3002,3.75 ,2011
KOR 3002,3.90 ,2012
KOR 3002,3.57 ,2013
INTA 2803,3.50 ,2010
INTA 2803,3.39 ,2011
INTA 2803,3.29 ,2012
INTA 2803,3.44 ,2013
MUSI 3008,3.89 ,2008
MUSI 3008,4.00 ,2009
MUSI 3008,4.00 ,2010
MUSI 3008,4.00 ,2011
MUSI 3008,3.98 ,2012
MUSI 3009,4.00 ,2008
MUSI 3009,4.00 ,2009
MUSI 3009,4.00 ,2010
MUSI 3009,3.77 ,2011
MUSI 3009,4.00 ,2012
MUSI 3009,4.00 ,2013
ECON 4411,2.58 ,2008
ECON 4411,3.02 ,2009
ECON 4411,3.44 ,2010
ECON 4411,3.03 ,2011
ECON 4411,3.40 ,2012
ECON 4411,3.34 ,2013
ECON 4415,3.76 ,2013
MUSI 2602,4.00 ,2008
MUSI 2602,4.00 ,2009
MUSI 2602,4.00 ,2010
MUSI 2602,3.88 ,2011
MUSI 2602,3.94 ,2012
MUSI 2602,4.00 ,2013
MUSI 2601,4.00 ,2008
MUSI 2601,4.00 ,2009
MUSI 2601,4.00 ,2010
MUSI 2601,3.96 ,2011
MUSI 2601,3.95 ,2012
MUSI 2600,4.00 ,2008
MUSI 2600,4.00 ,2009
MUSI 2600,3.97 ,2010
MUSI 2600,3.98 ,2011
MUSI 2600,3.98 ,2012
MUSI 2600,4.00 ,2013
BIOL 2338,3.72 ,2008
BIOL 2338,4.00 ,2009
BIOL 2338,3.89 ,2010
BIOL 2338,3.61 ,2012
MUSI 3730,4.00 ,2008
MUSI 3730,4.00 ,2009
MUSI 3730,4.00 ,2010
MUSI 3730,4.00 ,2011
MUSI 3730,4.00 ,2012
MUSI 3730,4.00 ,2013
BIOL 2336,3.53 ,2008
BIOL 2336,3.42 ,2009
BIOL 2336,3.46 ,2010
BIOL 2336,3.19 ,2011
BIOL 2336,3.57 ,2012
BIOL 2336,3.29 ,2013
BIOL 2335,2.51 ,2008
BIOL 2335,2.93 ,2009
BIOL 2335,2.61 ,2010
BIOL 2335,2.83 ,2011
BIOL 2335,2.74 ,2012
BIOL 2335,2.85 ,2013
ME 4758,3.34 ,2008
ME 4758,3.18 ,2009
ME 4758,3.15 ,2010
ME 4758,3.05 ,2011
ME 4758,2.97 ,2012
MUSI 3222,4.00 ,2008
MUSI 3222,4.00 ,2009
MUSI 3222,4.00 ,2010
MUSI 3222,3.93 ,2011
MUSI 3222,4.00 ,2012
MUSI 3222,3.00 ,2013
MUSI 3221,3.80 ,2008
MUSI 3221,4.00 ,2012
ME 4753,3.61 ,2008
ME 4753,3.96 ,2009
ME 4753,3.93 ,2010
ME 4753,3.75 ,2011
ME 4753,3.58 ,2012
ME 4754,3.75 ,2008
ME 4754,3.80 ,2009
ME 4754,3.50 ,2010
ME 4754,3.67 ,2011
ME 4754,4.00 ,2012
ME 4754,3.75 ,2013
ME 4757,3.50 ,2008
ME 4757,3.75 ,2009
ME 4757,4.00 ,2010
ME 4757,3.40 ,2011
ME 4757,3.20 ,2012
ARCH 4315,3.60 ,2008
ARCH 4315,3.55 ,2009
ARCH 4315,3.29 ,2010
ARCH 4315,3.43 ,2011
ARCH 4315,3.77 ,2012
ARCH 4315,3.92 ,2013
ARCH 4316,2.75 ,2009
ME 2016,2.71 ,2008
ME 2016,2.50 ,2009
ME 2016,2.77 ,2010
ME 2016,2.99 ,2011
ME 2016,2.72 ,2012
ME 2016,2.68 ,2013
CHEM 4681,3.00 ,2008
CHEM 4681,2.87 ,2009
CHEM 4681,3.90 ,2010
CHEM 4681,4.00 ,2011
CHEM 4681,4.00 ,2012
BMED 4813,4.00 ,2008
BMED 4813,4.00 ,2009
BMED 4813,4.00 ,2010
BMED 4813,3.88 ,2011
BMED 4813,3.78 ,2012
BMED 4813,3.79 ,2013
CEE 3770,2.96 ,2008
CEE 3770,2.90 ,2009
CEE 3770,2.98 ,2010
CEE 3770,2.84 ,2011
CEE 3770,2.56 ,2012
CEE 3770,3.30 ,2013
CS 2316,2.92 ,2011
CS 2316,2.93 ,2012
CS 2316,2.98 ,2013
PHIL 4176,3.12 ,2012
PHIL 4176,3.42 ,2013
ECE 4415,3.50 ,2008
ECE 4415,3.19 ,2009
ECE 4415,3.43 ,2010
ECE 4415,3.26 ,2011
ECE 4415,2.13 ,2012
ECE 4418,4.00 ,2008
ECE 4418,4.00 ,2009
ECE 4418,3.60 ,2010
ECE 4418,4.00 ,2011
ECE 4418,4.00 ,2012
ECE 4418,4.00 ,2013
CHIN 2813,3.00 ,2012
ARCH 4220,3.40 ,2008
ARCH 4220,3.52 ,2009
ARCH 4220,3.45 ,2010
ARCH 4220,3.24 ,2011
ARCH 4220,3.55 ,2012
ARCH 4220,3.70 ,2013
ARCH 4225,3.72 ,2009
ARCH 4225,4.00 ,2011
SPAN 1002,3.20 ,2008
SPAN 1002,3.28 ,2009
SPAN 1002,3.03 ,2010
SPAN 1002,3.29 ,2011
SPAN 1002,3.25 ,2012
SPAN 1002,3.67 ,2013
SPAN 1001,3.25 ,2008
SPAN 1001,3.22 ,2009
SPAN 1001,3.32 ,2010
SPAN 1001,3.22 ,2011
SPAN 1001,3.29 ,2012
SPAN 1001,3.43 ,2013
ECE 2813,4.00 ,2009
ECE 2813,4.00 ,2011
BC 2610,3.42 ,2008
BC 2610,3.23 ,2009
BC 2610,3.69 ,2010
BC 2610,3.82 ,2011
BC 2610,3.50 ,2012
LCC 2210,2.93 ,2008
LCC 2212,3.78 ,2008
LCC 2214,2.97 ,2008
LCC 4725,3.79 ,2008
LCC 4725,3.52 ,2009
LCC 4725,3.28 ,2010
LCC 4725,3.56 ,2011
LCC 4725,3.42 ,2012
LCC 4725,3.54 ,2013
KOR 3823,3.75 ,2010
FREN 3011,3.65 ,2008
FREN 3012,3.59 ,2009
FREN 3014,3.67 ,2011
FREN 3015,3.62 ,2011
FREN 3017,3.76 ,2013
MUSI 3403,4.00 ,2011
MUSI 3403,3.00 ,2013
PUBP 3020,3.17 ,2010
PUBP 3020,3.06 ,2011
PUBP 3020,3.55 ,2012
PUBP 3020,3.86 ,2013
HTS 2813,3.17 ,2008
HTS 2813,3.63 ,2009
HTS 2813,3.35 ,2012
HTS 2813,3.67 ,2013
AE 4760,3.00 ,2009
AE 4760,1.50 ,2011
AE 4760,4.00 ,2012
EAS 4200,2.67 ,2010
MSE 4761,2.67 ,2013
LCC 2108,3.03 ,2008
APPH 4699,4.00 ,2008
APPH 4699,4.00 ,2009
APPH 4699,4.00 ,2010
APPH 4699,3.96 ,2011
APPH 4699,4.00 ,2012
APPH 4699,4.00 ,2013
COE 4803,3.73 ,2013
PUBP 4952,4.00 ,2008
PUBP 4952,3.50 ,2009
PUBP 4952,3.50 ,2010
PUBP 4952,4.00 ,2011
PUBP 4952,4.00 ,2012
PUBP 4952,4.00 ,2013
LCC 2100,3.10 ,2008
LCC 2100,3.42 ,2009
LCC 2100,3.40 ,2010
LCC 2100,2.82 ,2011
LCC 2100,3.09 ,2012
LCC 2100,2.90 ,2013
EAS 2750,3.14 ,2008
EAS 2750,3.48 ,2009
EAS 2750,3.32 ,2010
EAS 2750,3.39 ,2011
EAS 2750,3.02 ,2012
HTS 2927,4.00 ,2008
MSE 3803,3.70 ,2013
HTS 3035,3.08 ,2008
HTS 3035,3.16 ,2009
HTS 3035,2.76 ,2010
HTS 3035,2.79 ,2012
MGT 4610,4.00 ,2011
HTS 3036,2.88 ,2008
HTS 3036,2.97 ,2009
HTS 3036,2.73 ,2010
HTS 3036,2.82 ,2011
HTS 3036,3.00 ,2013
HTS 3030,2.97 ,2009
HTS 3030,2.85 ,2012
HTS 3030,3.33 ,2013
HTS 3033,3.09 ,2008
HTS 3033,3.22 ,2009
HTS 3033,3.14 ,2010
HTS 3033,3.03 ,2011
HTS 3033,3.00 ,2012
HTS 3033,3.05 ,2013
HTS 3032,3.24 ,2009
HTS 3032,3.91 ,2012
HTS 2036,3.12 ,2008
HTS 2036,2.76 ,2012
HTS 2037,2.76 ,2008
HTS 2037,2.80 ,2009
HTS 2037,2.62 ,2011
HTS 2037,2.75 ,2012
BC 4620,2.78 ,2008
BC 4620,2.84 ,2009
BC 4620,2.62 ,2010
BC 4620,3.15 ,2011
BC 4620,3.30 ,2012
BC 4620,2.74 ,2013
MUSI 1211,4.00 ,2008
MUSI 1211,4.00 ,2009
MUSI 1211,4.00 ,2010
MUSI 1211,4.00 ,2011
MUSI 1211,4.00 ,2012
MUSI 1212,4.00 ,2008
MUSI 1212,4.00 ,2009
MUSI 1212,3.89 ,2010
MUSI 1212,4.00 ,2011
MUSI 1212,4.00 ,2012
MUSI 1212,4.00 ,2013
CHBE 4200,3.24 ,2008
CHBE 4200,3.32 ,2009
CHBE 4200,3.22 ,2010
CHBE 4200,3.45 ,2011
CHBE 4200,3.23 ,2012
CHBE 4200,3.13 ,2013
GRMN 3833,3.63 ,2011
FREN 4200,3.57 ,2012
ARCH 3231,2.77 ,2008
ARCH 3231,2.86 ,2009
ARCH 3231,3.08 ,2010
ARCH 3231,3.00 ,2011
ARCH 3231,2.94 ,2012
ARCH 3231,2.88 ,2013
CHIN 3813,4.00 ,2008
CHIN 3813,3.93 ,2009
CHIN 3813,3.49 ,2011
CHIN 3813,3.62 ,2012
HTS 3069,3.67 ,2009
ID 3902,3.95 ,2008
ID 3902,3.12 ,2009
COA 4010,3.36 ,2008
COA 4010,3.42 ,2009
COA 4010,3.30 ,2010
COA 4010,3.64 ,2011
COA 4010,3.64 ,2012
COA 4010,2.91 ,2013
ID 3901,3.44 ,2008
ID 3901,3.46 ,2009
ID 3901,4.00 ,2010
COA 1060,3.06 ,2008
COA 1060,3.31 ,2009
COA 1060,3.21 ,2010
COA 1060,3.17 ,2011
COA 1060,3.08 ,2012
FREN 3061,3.59 ,2010
RUSS 4823,3.50 ,2010
RUSS 4823,4.00 ,2011
RUSS 4823,3.80 ,2012
MGT 4057,3.41 ,2008
MGT 4057,3.49 ,2009
MGT 4057,3.17 ,2010
MGT 4057,3.11 ,2011
MGT 4057,3.60 ,2012
MGT 4056,3.25 ,2008
MGT 4056,3.13 ,2009
MGT 4056,3.57 ,2010
MGT 4056,3.51 ,2011
MGT 4056,3.41 ,2012
MGT 4056,3.29 ,2013
MGT 4053,3.25 ,2008
MGT 4053,3.05 ,2009
MGT 4053,3.37 ,2010
MGT 4053,3.27 ,2011
MGT 4053,3.47 ,2012
MGT 4053,3.13 ,2013
MGT 4052,3.66 ,2008
MGT 4052,3.10 ,2009
MGT 4052,3.70 ,2010
MGT 4052,3.89 ,2011
MGT 4052,3.84 ,2012
MGT 4052,3.97 ,2013
CEE 4100,3.49 ,2008
CEE 4100,3.35 ,2009
CEE 4100,3.43 ,2010
CEE 4100,3.56 ,2011
CEE 4100,3.59 ,2012
CEE 4100,3.65 ,2013
MGT 4058,3.35 ,2008
MGT 4058,3.14 ,2009
MGT 4058,3.27 ,2010
MGT 4058,3.37 ,2011
MGT 4058,3.41 ,2012
MGT 4058,3.43 ,2013
PTFE 4122,4.00 ,2008
PTFE 4122,3.60 ,2009
PTFE 4122,4.00 ,2010
PTFE 4122,3.90 ,2011
PTFE 4122,3.82 ,2012
CHBE 4515,3.14 ,2008
CHBE 4515,3.30 ,2009
CHBE 4515,3.15 ,2010
CHBE 4515,2.80 ,2011
CHBE 4515,3.10 ,2012
CHBE 4515,2.65 ,2013
MATH 4777,3.25 ,2008
MATH 4777,3.38 ,2009
MATH 4777,2.28 ,2010
MATH 4777,2.73 ,2012
CHBE 4020,4.00 ,2008
CHBE 4020,4.00 ,2009
CHBE 4020,3.92 ,2010
CHBE 4020,3.89 ,2012
ID 3011,3.49 ,2008
ID 3011,3.41 ,2009
ID 3011,3.87 ,2010
ID 3011,3.53 ,2011
ID 3011,3.78 ,2012
ID 3012,3.46 ,2008
ID 3012,3.15 ,2009
ID 3012,3.55 ,2010
ID 3012,3.81 ,2011
ID 3012,3.65 ,2012
ID 3012,3.50 ,2013
GT 1000,3.74 ,2008
GT 1000,3.80 ,2009
GT 1000,3.82 ,2010
GT 1000,3.85 ,2011
GT 1000,3.88 ,2012
GT 1000,3.86 ,2013
CS 4480,3.95 ,2008
CS 4480,3.73 ,2009
CS 4480,3.72 ,2010
CS 4480,3.42 ,2011
ECE 4360,4.00 ,2010
ECE 4360,4.00 ,2011
CS 4335,2.88 ,2009
CS 4335,3.27 ,2010
CS 4335,3.25 ,2011
CS 4335,3.58 ,2012
CS 4335,3.69 ,2013
CS 3101,4.00 ,2009
CS 3101,4.00 ,2010
CS 3101,4.00 ,2011
CS 3451,3.09 ,2008
CS 3451,2.93 ,2009
CS 3451,2.84 ,2010
CS 3451,2.80 ,2011
CS 3451,2.91 ,2012
CS 3451,2.38 ,2013
PHYS 4802,4.00 ,2008
PHYS 4802,4.00 ,2009
PHYS 4802,3.92 ,2010
PHYS 4802,4.00 ,2011
PHYS 4802,4.00 ,2012
PHYS 4802,4.00 ,2013
ECON 2803,3.04 ,2012
ECON 2803,3.60 ,2013
PHYS 4751,3.60 ,2013
ME 4775,3.00 ,2009
ME 4775,2.75 ,2010
ECON 4620,3.17 ,2008
ECON 4620,3.10 ,2009
ECON 4620,3.44 ,2010
ECON 4620,3.08 ,2011
ECON 4620,3.31 ,2012
MUSI 4009,4.00 ,2008
MUSI 4009,4.00 ,2009
MUSI 4009,4.00 ,2010
MUSI 4009,4.00 ,2011
MUSI 4009,4.00 ,2012
MUSI 4009,4.00 ,2013
MUSI 4008,3.84 ,2008
MUSI 4008,4.00 ,2009
MUSI 4008,3.96 ,2010
MUSI 4008,3.90 ,2011
MUSI 4008,4.00 ,2012
PSYC 4010,2.70 ,2008
PSYC 4010,2.00 ,2010
PSYC 4010,2.86 ,2013
ARCH 3012,3.22 ,2008
ARCH 3012,3.31 ,2009
ARCH 3012,3.53 ,2010
ARCH 3012,3.51 ,2011
ARCH 3012,3.67 ,2012
ARCH 3012,3.57 ,2013
ARCH 3011,3.15 ,2008
ARCH 3011,3.27 ,2009
ARCH 3011,3.18 ,2010
ARCH 3011,3.45 ,2011
ARCH 3011,3.34 ,2012
BIOL 4480,4.00 ,2012
INTA 3031,3.42 ,2009
INTA 3031,3.33 ,2010
INTA 3031,3.50 ,2011
INTA 3031,3.43 ,2012
BIOL 4803,3.42 ,2008
BIOL 4803,3.24 ,2009
BIOL 4803,3.56 ,2010
BIOL 4803,3.46 ,2011
BIOL 4803,3.47 ,2012
BIOL 4803,3.40 ,2013
BIOL 4802,3.87 ,2008
BIOL 4802,3.84 ,2009
BIOL 4802,3.62 ,2010
BIOL 4802,3.77 ,2011
BIOL 4802,3.75 ,2012
BIOL 4801,4.00 ,2012
CHBE 2110,2.87 ,2008
CHBE 2110,2.83 ,2009
CHBE 2110,2.90 ,2010
CHBE 2110,3.00 ,2011
CHBE 2110,2.73 ,2012
CS 3210,3.32 ,2008
CS 3210,3.16 ,2009
CS 3210,3.23 ,2010
CS 3210,3.30 ,2011
CS 3210,3.09 ,2012
CS 3210,3.39 ,2013
APPH 2699,3.67 ,2009
APPH 2699,4.00 ,2010
APPH 2699,4.00 ,2011
APPH 2699,4.00 ,2012
APPH 2699,4.00 ,2013
MATH 4305,2.75 ,2008
MATH 4305,3.45 ,2009
MATH 4305,3.37 ,2010
MATH 4305,3.19 ,2011
MATH 4305,3.12 ,2012
MATH 4305,3.25 ,2013
ISYE 4111,2.52 ,2010
ISYE 4111,3.04 ,2011
ISYE 4111,2.80 ,2012
NS 2323,3.79 ,2008
NS 2323,3.26 ,2009
NS 2323,3.45 ,2010
